word,event,register,period,sentence,timestamp
bubble,covid-19,formal,before,"“I don’t get that involved in politics because I’m in my dance bubble,” she says, but she does feel that diversity is treated as a “fad” in Germany.",2019-12-25T08:00:36Z
bubble,covid-19,formal,before,Boots is offering half-price discounts on selected No7 cosmetics and Oral B toothbrushes as well as some Christmas gift collections such as Champneys bubble bath.,2019-12-24T14:59:23Z
bubble,covid-19,formal,before,They’re the bubble.,2019-12-24T10:00:10Z
bubble,covid-19,formal,before,"The stir-fry The other standout winner of our taste test comes from my colleague Meera Sodha, who describes her turkey curry with shredded brussels sprouts, caramelised onions and ginger as “more interesting than your traditional bubble and squeak … warming, spicy, healthy and tasty”.",2019-12-23T12:00:43Z
bubble,covid-19,formal,before,"Scrape any solids off the base of the pan, stir in the sugar and a good pinch of salt, bring to a simmer, then turn down the heat slightly and leave to bubble gently for about 20 minutes, until thickened.",2019-12-23T12:00:43Z
bubble,covid-19,formal,before,"Even overcooked sprouts can be transformed into a delicious brunch, mashed with potatoes to make colcannon or bubble and squeak.",2019-12-23T09:00:40Z
bubble,covid-19,formal,before,"I’ve raised this for a considerable period of time – it is part of Mr Morrison’s character that when asked a question, that’s just a straight question, he dismisses it, or he prevaricates, he speaks about the bubble, or he says it’s just gossip and he won’t provide answers to simple question whether it’s in parliament or from the media.",2019-12-22T06:59:54Z
bubble,covid-19,formal,before,"I think it’d be good to get out of the London bubble and see someone lead the party from up north.” Backing Long Bailey for leader over Keir Starmer, Emily Thornberry or Lisa Nandy might seem the obvious choice for Labour members who have previously supported Corbyn.",2019-12-22T06:08:07Z
bubble,covid-19,formal,before,"“This lawless partisan impeachment is a political suicide march for the Democrat party.” But Trump’s fierce efforts to seal himself in a bubble of adulation, and his insistence that Republicans pretend away the existence of facts threatening to pierce that bubble, could not divert the historic reality coalescing on Capitol Hill.",2019-12-19T08:14:40Z
bubble,covid-19,formal,before,"But despite critics’ complaints that Airbnb is changing the nature of the very neighbourhoods it aims to celebrate, there are no signs that the bubble is about to burst.",2019-12-19T06:30:40Z
bubble,covid-19,formal,before,"I lingered in the back of the crowd, trying to spot which pocket had a bulge that would promise a ball of bubble gum.",2019-12-18T10:00:15Z
bubble,covid-19,formal,before,"Government becomes a problem to be solved, a “bubble”, a “swamp” of compromised technocrats and bean-counters operating against the interests of hard-working common folk, the “quiet Australians” whose will for a simple life is constantly being frustrated.",2019-12-18T01:15:05Z
bubble,covid-19,formal,before,"It kept her in a warm bubble – safe from the world, protecting her from harsh reality – which is where she wanted to stay.",2019-12-17T09:30:46Z
bubble,covid-19,formal,before,Ben Stokes described himself as the “boy in the bubble” as the BBC Sports Personality of the Year thanked his teammates and the sport of cricket for helping him through his trial for affray and into a summer of sporting glory.,2019-12-17T06:26:46Z
bubble,covid-19,formal,before,Ben Stokes described himself as the “boy in the bubble” as the BBC Sports Personality of the Year thanked his teammates and the sport of cricket for helping him through his trial for affray and into a summer of sporting glory.,2019-12-16T22:30:32Z
bubble,covid-19,formal,before,"“When you’re out there as a batsman, I just try to envisage myself as a boy in a bubble.",2019-12-16T22:30:32Z
bubble,covid-19,formal,before,"With its flag tightly wrapped around a glass bubble, it looks like a little Brexit capsule, safely sealed off from the free movement and free markets of the outside world.",2019-12-16T15:09:37Z
bubble,covid-19,formal,before,"Add a little white wine or marsala and leave to bubble for 10 minutes, until the sausage is cooked and the wine has evaporated.",2019-12-16T11:00:20Z
bubble,covid-19,formal,before,"They are marketed to a relatively literate audience, without the mass-market paraphernalia that is applied to, for example, the memoirs of former Para, Marine and Special Boat Serviceman Ant Middleton, whose autobiography First Man In: Leading from the Front was propelled to the top of the charts partly because of his role as instructor on the Channel 4 series SAS: Who Dares Wins; his new book, Fear Bubble, has sold more than 50,000 copies.",2019-12-16T08:58:16Z
bubble,covid-19,formal,before,"LW Read the full review 1 Oona Doherty: Hard to be Soft – A Belfast Prayer There’s a brilliant voiceover in Hard to Be Soft, in which a young woman describes herself and her friends in Oona Doherty’s home town of Belfast: “This little bubble that has tragedy in the walls.” Their defiance has a physical manifestation, she says, the importance of putting on a good face.",2019-12-15T17:00:57Z
bubble,covid-19,formal,before,"He is particularly dismissive of the Today programme, which he argues operates in a metropolitan bubble out of touch with the rest of the country.",2019-12-15T16:15:34Z
bubble,covid-19,formal,before,"“A shared responsibility for wellbeing falls on to each one of us: the companies designing applications and user interfaces that play on our psychology, but also on policy makers.” How that would look in practice is likely to be the result of years of legal wrangling – but watch the proposals bubble up over the next year.",2019-12-14T16:00:27Z
bubble,covid-19,formal,before,"One of my first jobs was to compile a Christmas gift guide for a magazine and, looking back, I see that in my “gifts for her” section I included – and I swear I’m not making this up – a pink sequined beret and some bubble bath.",2019-12-14T09:00:19Z
bubble,covid-19,formal,before,"And, no, suggestions of “what to get for your hipster boyfriend” (a £500 coffee grinder) or “your luxury-loving girlfriend” (Chanel bubble bath) do not count (actual examples from an actual magazine).",2019-12-14T09:00:19Z
bubble,covid-19,formal,before,Am I in a bubble?,2019-12-13T14:30:48Z
bubble,covid-19,formal,before,W Westminster bubble: You’ll have heard the phrase: “Politicians needed to get out of the Westminster bubble and speak to real people.” Today is the day that the “real people” get to speak.,2019-12-12T16:38:07Z
bubble,covid-19,formal,before,This is known as the “filter bubble” problem.,2019-12-12T08:00:01Z
bubble,covid-19,formal,before,"One artwork is a screen cast in resin, depicting a water bubble floating to the surface, while another is titled 100% Humidity.",2019-12-10T17:49:45Z
bubble,covid-19,formal,before,"The bee-themed restaurant likes to flavour dishes with Cotswold honey, including the keepers pizza with roast veg and rocket (£11.95) and a honey bubble cocktail, featuring vodka, raspberries and prosecco (£8.50).",2019-12-10T06:30:02Z
bubble,covid-19,formal,before,"The most striking thing about the weeks of fire has been the way we Sydneysiders have come to ignore it and carry on regardless, inhabitants of a wealthy international city, kidding ourselves we are immune to broader debates, that the things that go on in Canberra are, as Scott Morrison would have us accept, just part of some bubble of make believe.",2019-12-10T03:59:05Z
bubble,covid-19,formal,before,"Jeremy Corbyn said “the Westminster bubble” didn’t care about buses, despite the fact that so many people rely on them.",2019-12-07T16:15:19Z
bubble,covid-19,formal,before,"Add to the pork, then deglaze the pan with the sherry, letting it bubble for about 30 seconds, before pouring the reduction into the mixing bowl.",2019-12-07T11:00:08Z
bubble,covid-19,formal,before,"Jeremy Corbyn said “the Westminster bubble” didn’t care about buses, despite the fact that so many people rely on them.",2019-12-06T22:30:54Z
bubble,covid-19,formal,before,"“The Westminster bubble doesn’t care about buses but cuts to bus routes leave so many people isolated, stuck at home and unable to make vital trips out,” said Corbyn.",2019-12-06T22:30:54Z
bubble,covid-19,formal,before,Our story needs to start with the bubble.,2019-12-06T19:00:50Z
bubble,covid-19,formal,before,Morrison invoked the bubble.,2019-12-06T19:00:50Z
bubble,covid-19,formal,before,Canberra was the bubble.,2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"The bubble works, conceptually, as a brand, because a lot of voters believe it exists.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"Bad business, that bubble.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"Morrison’s bubble is multipurpose: both sword, shield, and safety deposit box.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"The bubble is invoked to malign conduct from opponents he finds inconvenient, and to deflect questions he doesn’t want to answer.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,Anything not to the prime minister’s liking can also be confined to the bubble.,2019-12-06T19:00:50Z
bubble,covid-19,formal,before,That’s a bubble preoccupation.,2019-12-06T19:00:50Z
bubble,covid-19,formal,before,A bubble question.,2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"The bubble language is not invoked constructively, to try and drag a rancid, rotting institution into self-correction and catharsis.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"Apart from divide and conquer, the oldest trope in politics, there’s another dimension to Morrison’s rolling parable of the bubble-dwellers versus everyone else, and it became profoundly obvious during the final two rancorous parliamentary sitting weeks of 2019.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"If Canberra is a bubble comprised of washed up high school debaters and circus performers, if you can make that reality stick, then none of what happens in that arena matters.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"Why sweat the small stuff?) If no one is required to be precise, or accurate, then it doesn’t matter if Taylor keeps tripping over himself, again and again, making mistakes ministers should not make, and suffers no apparently penalty, because this is a bubble issue.",2019-12-06T19:00:50Z
bubble,covid-19,formal,before,"Lucy Pendleton of estate agents James Pendleton: “Contributing to the pick up in the annual pace of growth is the London market, which has started to bubble away again.",2019-12-06T16:48:14Z
bubble,covid-19,formal,before,"When the little green speech bubble first showed up in my life, I greeted it with awe and wonder.",2019-12-06T06:30:34Z
bubble,covid-19,formal,before,“They’re in their Westminster bubble.,2019-12-06T05:00:32Z
bubble,covid-19,formal,before,"Instead she saw “a lot of content that is quite exaggerated or deliberately presented to influence you in a way that’s not connected to the full picture.” Regardless of their place on the political spectrum, the analysts found people are drifting into the same habits, sometimes knowingly embracing the “indulgence” of a reassuring social media bubble of news that reinforced their existing viewpoints in a troubled world.",2019-12-05T12:58:34Z
bubble,covid-19,formal,before,But this was an unsustainable bubble; one that built a new social order that condemned the next generation to insecurity and stagnating living standards.,2019-12-05T12:28:43Z
bubble,covid-19,formal,before,"In the Red corner: the guy who’d been chancellor during the Blair years, overseeing a strategy of funding growth by overleveraging an asset bubble, and building detention camps while ramping up officially sanctioned Islamophobia.",2019-12-05T11:00:11Z
bubble,covid-19,formal,before,Morrison says Albanese has spent his political career focussed on the “bubble of this place” and the “tawdry drama of Canberra”.,2019-12-05T07:36:33Z
bubble,covid-19,formal,before,"Hendin’s cartoon, riffing on a popular meme by KC Green, shows Johnson sitting in a chair, with fire all around him, and a speech bubble with the words: “This is fine.” He is watching Bettel on TV gesticulating at an empty podium as the press conference goes ahead without him.",2019-12-04T18:20:11Z
bubble,covid-19,formal,before,"“We are not in an isolated bubble,” says Cammock.",2019-12-04T15:59:00Z
bubble,covid-19,formal,before,"After Unai Emery was sacked, I found myself arranging my condiments on the kitchen table, cutting a speech bubble out of the back of an envelope, finding some Sellotape and sticking it to the salad cream with the phrase “Arsenal talking to Allegri”, just so I could tweet: “This is what my sauces are saying about the next Arsenal boss.” The worst part of that is I was quite pleased with it.",2019-12-04T13:34:14Z
bubble,covid-19,formal,before,"Public concern over climate change seems to bubble up every five to 10 years or so, with increasing levels of intensity, and has done since the 1950s.",2019-12-04T13:32:45Z
bubble,covid-19,formal,before,"It’s vital that we keep this bubble going not just all the way until the Glasgow talks, but afterwards too.",2019-12-04T13:32:45Z
bubble,covid-19,formal,before,"If you can leave the Canberra bubble with your marriage stronger, a family you are truly proud of, and completely at peace with yourself, then that to me is the ultimate measure of success.",2019-12-04T07:38:35Z
bubble,covid-19,formal,before,"dismissing them as just gossip or just in the bubble, don’t want to be accountable.",2019-12-03T07:17:19Z
bubble,covid-19,formal,before,"Part of the explanation came from an effect of social media, identified by the internet activist Eli Pariser in 2011 as the “filter bubble”: an effect of endless personalisation, which, he said, “moves us very quickly toward a world in which the internet is showing us what it thinks we want to see, but not necessarily what we need to see.” We were not aware of it at the time, but doing vox pops had become a way of bursting our bubbles.",2019-12-03T06:00:14Z
bubble,covid-19,formal,before,"Second, we had been guilty of creating our own filter bubble, by relying too much on a particular type of voter found in a particular place.",2019-12-03T06:00:14Z
bubble,covid-19,formal,before,"“Is this the arse or the elbow?” went a Private Eye speech bubble, coming from a visitor trying to enter an opening in the arm of a giant figure that was in a “zone” based on the human body.",2019-12-01T11:00:02Z
bubble,covid-19,formal,before,"Come friends, and slip gently with me into the restaurant equivalent of the bubble bath you never quite want to leave.",2019-12-01T06:00:02Z
bubble,covid-19,formal,before,"It’s a massive business that is transforming our cities, with student accommodation driving much of the high-rise apartment boom, and noodle and bubble tea shops springing up in the streets around university campuses.",2019-12-01T00:23:10Z
bubble,covid-19,formal,before,"In the glare of a real national election, one taking place outside the Westminster bubble, will Johnson prove to be the winner the Tories and establishment assume he is?",2019-11-30T10:00:33Z
bubble,covid-19,formal,before,"Stir gently, being careful as the caramel will bubble up a little, then quickly pour the caramel evenly on to the tray.",2019-11-30T07:00:30Z
bubble,covid-19,formal,before,The cardboard boxes were packed and the photograph of the Queen is in bubble wrap.,2019-11-29T08:38:37Z
bubble,covid-19,formal,before,"As well as playing up, he shows off – there is a brilliant musicality to his Ren and Stimpy vision of sex on French!, for instance: “I guess I got to stretch it out like it was flubber / And leave it dripping green and red like double cheeseburgers / Chewing on cum like bubble gum from Hubba / This bitch knew dick like Bubba knew shrimp”.",2019-11-28T09:30:34Z
bubble,covid-19,formal,before,"Scrutiny from the media, scrutiny from the public, where when asked questions he says it is just gossip or it is just in the bubble.",2019-11-28T07:28:54Z
bubble,covid-19,formal,before,"Heat on low, until just starting to bubble (don’t boil!).",2019-11-27T12:00:08Z
bubble,covid-19,formal,before,"That’s the terrifying thing about this election: for every normal person in your little bubble who is going to vote along the same lines as you, there’s a possibly fictional, possibly real Nicola Murder–Bulldog out there, quietly writing blood letters on the train, creeping around Birmingham eyeing up the next non-believer to bounce bodily into a canal.",2019-11-26T19:25:09Z
bubble,covid-19,formal,before,"But I think we are entering a period of backlash against this isolation and being in your own bubble.” Muggs’s book Bass, Mids, Tops sidesteps obvious figures, instead celebrating continuity – from production great Dennis Bovell to underrated Bristol breakbeat duo Smith &amp; Mighty.",2019-11-26T09:00:17Z
bubble,covid-19,formal,before,To try to distract with a thought bubble.,2019-11-26T07:01:52Z
bubble,covid-19,formal,before,A thought bubble which I put to you has not been to the cabinet of Australia.,2019-11-26T07:01:52Z
bubble,covid-19,formal,before,"“I booked loads of tours and two hotel rooms.” While he didn’t want to be presumptuous, he says he packed some chocolates and bubble bath “just in case”.",2019-11-25T12:00:51Z
bubble,covid-19,formal,before,"Apparently, it contains smoked pulled turkey, stuffing and a cranberry coleslaw, but all I could focus on was the huge slab of bubble and squeak that takes up half the bun.",2019-11-25T11:05:03Z
bubble,covid-19,formal,before,"In his narcissistic bubble, his reflection – and Matt Hancock – fall about laughing at his comedic and improv genius.",2019-11-24T18:40:46Z
bubble,covid-19,formal,before,"The 34-year-old returned to his impervious bubble: defending and leaving with surety, before picking off the loose ball whenever England’s heavy-legged bowlers erred in line or length.",2019-11-24T06:36:45Z
bubble,covid-19,formal,before,"Nearby you can see a drawing by a Soviet design student that, as early as 1928, proposed a car-like, bubble-shaped living pod of a kind that is still a popular version of what the future will look like.",2019-11-23T17:00:01Z
bubble,covid-19,formal,before,The derby atmosphere continues to bubble away.,2019-11-23T14:52:58Z
bubble,covid-19,formal,before,"This was always a delicate bubble and it finally began to burst last year, when the Advertising Standards Authority decreed that influencers need to spell it out when they’re being paid to promote something.",2019-11-23T13:00:01Z
bubble,covid-19,formal,before,"Here, movements bubble up from a down-tempo, meditative intro into a tightly swung solo from Washington before dropping to a half-time ascension and a choral close.",2019-11-21T08:28:22Z
bubble,covid-19,formal,before,The right-hand side of the chart shows the growth in house prices across the euro area – another tell-tale sign of a growing bubble.,2019-11-20T14:59:08Z
bubble,covid-19,formal,before,"“As if he were a bubble of air himself, ready at any moment to float into the sky and vanish into the firmament.” The extremity of the climate is an existential force within the book, serving to dwarf and muffle human interactions.",2019-11-20T09:00:23Z
bubble,covid-19,formal,before,"“Republicans won’t budge unless we have a photo of Trump on the phone with a word bubble coming out of his mouth saying ‘I am doing a crime now,’” he said.",2019-11-19T16:17:18Z
bubble,covid-19,formal,before,"“You need to have friendships, hobbies and interests outside your relationship.” Beware the love bubble – it always bursts, whether you like it or not.",2019-11-19T11:00:01Z
bubble,covid-19,formal,before,"The quirkiness, the witticisms, the reload-baiting one-liners, the slightly abrasive edge – all the things that gave grime enough fizz to bubble out of the streets of east London into the palace (Wiley’s MBE), the ballot box (#Grime4Corbyn), the Glastonbury mainstage (Stormzy), and now, it would seem, the TV screens of middle England.",2019-11-19T07:00:08Z
bubble,covid-19,formal,before,"“They’ve invested a lot of money to make sure the venue, facilities, transport, food, the practice courts, even the bubble courts, everything is very high quality.",2019-11-18T18:10:24Z
bubble,covid-19,formal,before,"At the General Motors Heritage Center, a great hangar full of gleaming vintage specimens on the outskirts of Detroit, we find the Firebird, a 1950s concept car that looks like a missile on wheels, with a bubble-topped cockpit bulging from its curving fuselage.",2019-11-18T14:39:45Z
bubble,covid-19,formal,before,"“There’s a layer to it that’s annoying, in that often people – in our smug media bubble but also in the wider community – only know about things like, say, the alt-right, because people went out and spoke to the alt-right and wrote about it … It’s a bit rich to pretend that [alt-right] knowledge somehow just floated into their head from nowhere,” he says tartly.",2019-11-17T17:00:11Z
bubble,covid-19,formal,before,"For drains, she says: “Sprinkle some bicarb down, then pour some vinegar and it will start to bubble and dislodge grease.” 5.",2019-11-17T15:30:09Z
bubble,covid-19,formal,before,"Allow to bubble away until almost completely evaporated, then add the flour and let it brown a little, stirring constantly for a minute or two.",2019-11-17T11:00:05Z
bubble,covid-19,formal,before,"“I don’t know if I would call it a bubble but if the current growth in spending on content is sustained it will rapidly become unmanageable,” says Richard Broughton, analyst at Ampere.",2019-11-17T07:30:00Z
bubble,covid-19,formal,before,"That firm was gradually wound down just as the dotcom bubble burst in 2001, but Collins was not deterred.",2019-11-16T16:54:21Z
bubble,covid-19,formal,before,How many more of these do we have to see before it stops?” Hough noted that it was such a small community that many law enforcement officials tasked with responding to the tragedy had loved ones at the school: “We all think every time one of these things happen that it’s not going to happen in my safe little bubble here.,2019-11-16T01:40:30Z
bubble,covid-19,formal,before,"She sees it all – the Amazon bubble envelopes, the bread bags, the used toothbrushes – all the things local residents can’t recycle at home.",2019-11-15T13:51:08Z
bubble,covid-19,formal,before,"But this is an album informed by the club: the panicky percussion and bubble-light synths of Aqua Block, the elastic bassline of Sesame, and the chaotic house thump of Infinitas are all primed for a 2am workout.",2019-11-15T10:00:04Z
bubble,covid-19,formal,before,"Even if the Brexit party’s bubble bursts this time, history suggests that those behind it will regroup once they find a new grievance to feed off.",2019-11-14T19:07:41Z
bubble,covid-19,formal,before,We are also looking for contributors for a video project where we’ll invite people to get out of their political bubble and spend time with others who have a different point of view.,2019-11-14T14:16:35Z
bubble,covid-19,formal,before,"PH Britannia 9pm, Sky Atlantic The Romans are smugly ensconced in southern Britain, but outside their bubble the natives are getting restless.",2019-11-14T06:00:33Z
bubble,covid-19,formal,before,"If you listen to the rhetoric emanating from the Canberra bubble, it is apparent that the relevant ministers would prefer to glibly talk up the industry potential and hope it will magically fix itself when it finally rains.",2019-11-13T02:03:06Z
bubble,covid-19,formal,before,We are also looking for contributors for a video project where we’ll invite people to get out of their political bubble and spend time with others who have a different point of view.,2019-11-12T08:32:31Z
bubble,covid-19,formal,before,"It is a dilemma I became uncomfortably aware of as literary programmer for the Brighton festival in 2018, as I considered how to reach out beyond the cosy pro-remain bubble.",2019-11-11T09:02:00Z
bubble,covid-19,formal,before,"Great sport for journalists and those inside the Westminster bubble but, really, what’s the point in the wider world?",2019-11-10T14:00:39Z
bubble,covid-19,formal,before,But first a look at the A-League where there’s a little bit of a result threatening to bubble down in Melbourne.,2019-11-10T10:28:21Z
bubble,covid-19,formal,before,"It’s harsh, but people outside the CID bubble generally don’t fare well long-term.",2019-11-09T22:52:19Z
bubble,covid-19,formal,before,"It’s happening as we speak, because all the signs point to another financial bubble out there that will leave policymakers scrabbling around for a response when – not if – it pops.",2019-11-09T08:01:09Z
bubble,covid-19,formal,before,"Lawther is not your average matinee idol: he looks far younger than his 24 years, is faultlessly polite and often uses interviews to get deep into subjects such as politics and why private schools should be abolished (he attended one himself, during a childhood in Hampshire which he previously described as a “middle-class bubble”).",2019-11-09T06:59:58Z
bubble,covid-19,formal,before,So why has the post-1D bubble burst?,2019-11-08T13:00:30Z
bubble,covid-19,formal,before,"(four-minute read) The book lenders of Kabul (two-minute read) A bubble barrier to clear waterways of plastic (one-minute read) An art project to photograph all 76,000 year 3 pupils in London (three-minute read) Italy to make the climate crisis a compulsory subject in schools (due minuti per leggere) Microsoft Japan discovers the benefits of the four-day week (very short) Lucky numbers Europeans are more satisfied with their lot than they were in 2013, despite the political and social turbulence of the past five years.",2019-11-08T11:00:29Z
bubble,covid-19,formal,before,"“Westminster” is now a dirty word, a synonym for a bubble remote from real life and rational thinking.",2019-11-07T18:11:49Z
bubble,covid-19,formal,before,"A Dutch start-up, the Amsterdam municipality and the regional water board launched the Great Bubble Barrier, a simple device that channels rubbish – especially small pieces of plastic – to the side of the Westerdok canal where it can be retrieved.",2019-11-07T15:30:06Z
bubble,covid-19,formal,before,"The bubble barrier is a long, perforated tube running diagonally for 60 metres across the bottom of the canal.",2019-11-07T15:30:06Z
bubble,covid-19,formal,before,"Bubble barrier waste will be separately collected, then analysed by plastics action group Schone Rivieren (Clean rivers).",2019-11-07T15:30:06Z
bubble,covid-19,formal,before,"The bubble barrier will mean fewer plastics reach the ocean, and is a step towards better regulation of our ecosystem, to the benefit of man, beast and environment.” In the small, waterlogged country, this kind of innovation is welcome.",2019-11-07T15:30:06Z
bubble,covid-19,formal,before,The bubble barrier is one solution for clean water for all.”,2019-11-07T15:30:06Z
bubble,covid-19,formal,before,"Once the water starts to bubble, bring the stove down to low heat and give the rice and lentils one more stir to make sure nothing is starting to stick at the bottom.",2019-11-05T17:00:04Z
bubble,covid-19,formal,before,"The Nasa craft is the second ever to travel beyond the heliosphere, the bubble of supersonic charged particles streaming outwards from the sun.",2019-11-04T16:04:53Z
bubble,covid-19,formal,before,"“We didn’t know how large the bubble was and we certainly didn’t know that the spacecraft could live long enough to reach the edge of the bubble and enter interstellar space,” said Prof Ed Stone, of the California Institute of Technology, who has been working on the mission since before its launch in 1977.",2019-11-04T16:04:53Z
bubble,covid-19,formal,before,"Sunita Devi, 42, was among those who offered prayers as she stood in the toxic foam of the Yamuna, so thick and frothy from industrial and domestic pollution it made the water resemble a putrid bubble bath.",2019-11-04T14:49:50Z
bubble,covid-19,formal,before,"The tax, included in the draft budget for 2020, would require companies to pay a €1 levy on each kilogram of plastic produced, including bottles, polyethylene bags and trays, detergent containers, bubble wrap, packaging for household appliances and product labels.",2019-11-04T13:59:23Z
bubble,covid-19,formal,before,Try also to avoid bubble bath and opt instead for bath oils.,2019-11-03T15:00:29Z
bubble,covid-19,formal,before,"Savoy pancakes All of the joy I associate with bubble and squeak, but with a dustily Italian accent.",2019-11-03T10:30:13Z
bubble,covid-19,formal,before,“But he said he felt like he was ‘in a bubble’ in class and his distress manifested itself at home in extreme episodes where he was out of control.,2019-11-03T09:39:11Z
bubble,covid-19,formal,before,"Like a parent that moves their family out of the city after bingeing on stories of stabbings, am I destined for a bubble-like life, where every headache sends me spiralling into the internet?",2019-11-03T09:00:15Z
bubble,covid-19,formal,before,"But she has also, in her time, worked on the fringes of the tech industry during the first internet bubble, the one that burst in 2000.",2019-11-03T07:00:11Z
bubble,covid-19,formal,before,"He explains how Togo “tore away that bubble, that nonsense, that fame, in one go”.",2019-11-02T20:00:09Z
bubble,covid-19,formal,before,"Brexit supporters expect “the elite”, “the establishment”, “the Westminster bubble” to “rig the system” to stop them “taking our country back”.",2019-11-02T18:00:07Z
bubble,covid-19,formal,before,"In the same way, it is just as natural for humans to eat a “paleo” diet as it is to eat bubblegum-flavoured candyfloss; to have sex as a man and a woman or as three men; to live in a straw hut or in a glass bubble beneath the ocean.",2019-11-02T09:00:21Z
bubble,covid-19,formal,before,"Which you think are original, but actually everybody in your bubble thinks those things.",2019-11-02T06:00:14Z
bubble,covid-19,formal,before,The first hit made her feel like “the walls had turned pink and I was laid on bubble wrap”.,2019-11-02T05:00:13Z
